"UID"	"Sem"	"Class"	"Core"	"Section"	"Description"	"Transfer"	"Spec_Att"	"Credits"	"Grade"	"Current"
"a908b687x715"	1308	"PUAF780"		"0101"	"The American Foreign Policy-Making Process"			3	"A-"	"X"
"a980b759x787"	1308	"PUAF780"	"*"	"0101"	"The American Foreign Policy-Making Process"			3	"A"	"X"
"a751b530x558"	1401	"PUAF780"		"0201"	"The American Foreign Policy-Making Process"			3	"A-"	"X"
"a737b516x544"	1401	"PUAF780"		"0201"	"The American Foreign Policy-Making Process"			3	"A"	"X"
"a896b675x703"	1401	"PUAF780"		"0201"	"The American Foreign Policy-Making Process"			3	"A"	"X"
"a610b389x417"	1401	"PUAF780"		"0201"	"The American Foreign Policy-Making Process"			3	"A-"	"X"
"a629b408x436"	1401	"PUAF780"		"0201"	"The American Foreign Policy-Making Process"			3	"A-"	"X"
"a830b609x637"	1401	"PUAF780"		"0201"	"The American Foreign Policy-Making Process"			3	"A"	"X"
"a776b555x583"	1401	"PUAF780"		"0201"	"The American Foreign Policy-Making Process"			3	"A"	"X"
"a977b756x784"	1401	"PUAF780"		"0201"	"The American Foreign Policy-Making Process"			3	"B+"	"X"
"a807b586x614"	1401	"PUAF780"		"0201"	"The American Foreign Policy-Making Process"			3	"B+"	"X"
"a766b545x573"	1401	"PUAF780"		"0201"	"The American Foreign Policy-Making Process"			3	"A-"	"X"
"a884b663x691"	1401	"PUAF780"		"0201"	"The American Foreign Policy-Making Process"			3	"B+"	"X"
"a637b416x444"	1401	"PUAF780"		"0201"	"The American Foreign Policy-Making Process"			3	"B+"	"X"
"a857b636x664"	1401	"PUAF780"		"0201"	"The American Foreign Policy-Making Process"			3	"A"	"X"
"a613b392x420"	1401	"PUAF780"		"0201"	"The American Foreign Policy-Making Process"			3	"A-"	"X"
"a797b576x604"	1401	"PUAF780"		"0201"	"The American Foreign Policy-Making Process"			3	"A-"	"X"
"a761b540x568"	1401	"PUAF780"		"0201"	"The American Foreign Policy-Making Process"			3	"B+"	"X"
"a820b599x627"	1401	"PUAF780"		"0201"	"The American Foreign Policy-Making Process"			3	"A"	"X"
"a704b483x511"	1401	"PUAF780"		"0201"	"The American Foreign Policy-Making Process"			3	"B+"	"X"
"a715b494x522"	1401	"PUAF780"		"0201"	"The American Foreign Policy-Making Process"			3	"A-"	"X"
"a688b467x495"	1408	"PUAF780"		"0101"	"The American Foreign Policy-Making Process"			3	"B+"	"X"
"a892b671x699"	1408	"PUAF780"		"0101"	"The American Foreign Policy-Making Process"			3	"A"	"X"
"a968b747x775"	1408	"PUAF780"		"0101"	"The American Foreign Policy-Making Process"			3	"A-"	"X"
"a694b473x501"	1408	"PUAF780"		"0101"	"The American Foreign Policy-Making Process"			3	"A-"	"X"
"a616b395x423"	1408	"PUAF780"		"0101"	"The American Foreign Policy-Making Process"			3	"A"	"X"
"a647b426x454"	1408	"PUAF780"	"*"	"0101"	"The American Foreign Policy-Making Process"			3	"A"	"X"
"a1088b867x895"	1408	"PUAF780"		"0101"	"The American Foreign Policy-Making Process"			3	"B+"	"X"
"a1087b866x894"	1408	"PUAF780"		"0101"	"The American Foreign Policy-Making Process"			3	"B+"	"X"
"a706b485x513"	1408	"PUAF780"		"0101"	"The American Foreign Policy-Making Process"			3	"B+"	"X"
"a855b634x662"	1408	"PUAF780"		"0101"	"The American Foreign Policy-Making Process"			3	"A-"	"X"
"a764b543x571"	1408	"PUAF780"		"0101"	"The American Foreign Policy-Making Process"			3	"A"	"X"
"a1025b804x832"	1408	"PUAF780"		"0101"	"The American Foreign Policy-Making Process"			3	"B+"	"X"
"a877b656x684"	1408	"PUAF780"		"0101"	"The American Foreign Policy-Making Process"			3	"B+"	"X"
"a1001b780x808"	1408	"PUAF780"		"0101"	"The American Foreign Policy-Making Process"			3	"A-"	"X"
"a1055b834x862"	1408	"PUAF780"		"0101"	"The American Foreign Policy-Making Process"			3	"A-"	"X"
"a836b615x643"	908	"PUAF781"	"*"	"0101"	"International Economic Policy"			3	"A-"	"X"
"a785b564x592"	908	"PUAF781"	"*"	"0101"	"International Economic Policy"			3	"A"	"X"
"a824b603x631"	1008	"PUAF781"	"*"	"0101"	"International Economic Policy"			3	"A"	"X"
"a740b519x547"	1101	"PUAF781"	"*"	"0201"	"International Economic Policy"			3	"A"	"X"
"a1039b818x846"	1101	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a856b635x663"	1108	"PUAF781"	"*"	"0201"	"International Economic Policy"			3	"A"	"X"
"a716b495x523"	1108	"PUAF781"	"*"	"0101"	"International Economic Policy"			3	"A"	"X"
"a1000b779x807"	1201	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a845b624x652"	1201	"PUAF781"		"0201"	"International Economic Policy"			3	"A"	"X"
"a1060b839x867"	1201	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a1012b791x819"	1201	"PUAF781"	"*"	"0101"	"International Economic Policy"			3	"A-"	"X"
"a710b489x517"	1201	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a713b492x520"	1208	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a842b621x649"	1208	"PUAF781"		"0201"	"International Economic Policy"			3	"A"	"X"
"a788b567x595"	1208	"PUAF781"	"*"	"0201"	"International Economic Policy"			3	"A-"	"X"
"a724b503x531"	1208	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a844b623x651"	1208	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a860b639x667"	1208	"PUAF781"		"0201"	"International Economic Policy"			3	"A"	"X"
"a1063b842x870"	1301	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a1099b878x906"	1301	"PUAF781"		"0201"	"International Economic Policy"			3	"A"	"X"
"a880b659x687"	1301	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a638b417x445"	1301	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a1052b831x859"	1301	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	
"a788b567x595"	1301	"PUAF781"	"*"	"0201"	"International Economic Policy"			3	"A"	"X"
"a605b384x412"	1301	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a748b527x555"	1301	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a790b569x597"	1301	"PUAF781"		"0201"	"International Economic Policy"			3	"A"	"X"
"a881b660x688"	1301	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a712b491x519"	1301	"PUAF781"		"0201"	"International Economic Policy"			3	"A"	"X"
"a1024b803x831"	1301	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a944b723x751"	1301	"PUAF781"		"0201"	"International Economic Policy"			3	"A"	"X"
"a928b707x735"	1301	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a608b387x415"	1301	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a961b740x768"	1301	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a920b699x727"	1301	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a1064b843x871"	1301	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a721b500x528"	1301	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a628b407x435"	1301	"PUAF781"	"*"	"0101"	"International Economic Policy"			3	"A-"	"X"
"a956b735x763"	1308	"PUAF781"	"*"	"0201"	"International Economic Policy"			3	"A"	"X"
"a896b675x703"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a730b509x537"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a832b611x639"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a1049b828x856"	1308	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a1036b815x843"	1308	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a1097b876x904"	1308	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a1037b816x844"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a932b711x739"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a965b744x772"	1308	"PUAF781"		"0201"	"International Economic Policy"			3	"A"	"X"
"a604b383x411"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a821b600x628"	1308	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a940b719x747"	1308	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a656b435x463"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a848b627x655"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a904b683x711"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a1030b809x837"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a1013b792x820"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a743b522x550"	1308	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a766b545x573"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a658b437x465"	1308	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a1093b872x900"	1308	"PUAF781"	"*"	"0201"	"International Economic Policy"			3	"A"	"X"
"a881b660x688"	1308	"PUAF781"		"0201"	"International Economic Policy"			3	"A"	"X"
"a742b521x549"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a800b579x607"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a617b396x424"	1308	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a601b380x408"	1308	"PUAF781"		"0201"	"International Economic Policy"			3	"A"	"X"
"a1011b790x818"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a701b480x508"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a1076b855x883"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a875b654x682"	1308	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a749b528x556"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a1073b852x880"	1308	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a1084b863x891"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a680b459x487"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a632b411x439"	1308	"PUAF781"		"0201"	"International Economic Policy"			3	"A"	"X"
"a814b593x621"	1308	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a689b468x496"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a644b423x451"	1308	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a737b516x544"	1401	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a776b555x583"	1401	"PUAF781"		"0101"	"International Economic Policy"			3	"B+"	"X"
"a616b395x423"	1401	"PUAF781"		"0101"	"International Economic Policy"			3	"B+"	"X"
"a728b507x535"	1401	"PUAF781"		"0101"	"International Economic Policy"			3	"B+"	"X"
"a917b696x724"	1401	"PUAF781"	"*"	"0101"	"International Economic Policy"			3	"A-"	"X"
"a915b694x722"	1401	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a773b552x580"	1401	"PUAF781"		"0101"	"International Economic Policy"			3	"B+"	"X"
"a637b416x444"	1401	"PUAF781"		"0101"	"International Economic Policy"			3	"B+"	"X"
"a979b758x786"	1401	"PUAF781"		"0101"	"International Economic Policy"			3	"B+"	"X"
"a677b456x484"	1401	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a734b513x541"	1401	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a908b687x715"	1401	"PUAF781"		"0101"	"International Economic Policy"			3	"B+"	"X"
"a778b557x585"	1401	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a883b662x690"	1401	"PUAF781"		"0101"	"International Economic Policy"			3	"B+"	"X"
"a802b581x609"	1401	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a700b479x507"	1401	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a1055b834x862"	1401	"PUAF781"		"0101"	"International Economic Policy"			3	"B+"	"X"
"a688b467x495"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a610b389x417"	1408	"PUAF781"		"0201"	"International Economic Policy"			3	"A"	"X"
"a629b408x436"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a892b671x699"	1408	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a830b609x637"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"B+"	"X"
"a968b747x775"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a772b551x579"	1408	"PUAF781"		"0201"	"International Economic Policy"			3	"B+"	"X"
"a977b756x784"	1408	"PUAF781"		"0201"	"International Economic Policy"			3	"B+"	"X"
"a694b473x501"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a807b586x614"	1408	"PUAF781"		"0201"	"International Economic Policy"			3	"A"	"X"
"a664b443x471"	1408	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a893b672x700"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"B+"	"X"
"a812b591x619"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a964b743x771"	1408	"PUAF781"		"0201"	"International Economic Policy"			3	"A"	"X"
"a905b684x712"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a1088b867x895"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"B+"	"X"
"a916b695x723"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"B+"	"X"
"a631b410x438"	1408	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a706b485x513"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"B+"	"X"
"a886b665x693"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a855b634x662"	1408	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a763b542x570"	1408	"PUAF781"		"0201"	"International Economic Policy"			3	"B+"	"X"
"a764b543x571"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a634b413x441"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a754b533x561"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a613b392x420"	1408	"PUAF781"		"0201"	"International Economic Policy"			3	"A"	"X"
"a1025b804x832"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a809b588x616"	1408	"PUAF781"		"0201"	"International Economic Policy"			3	"B+"	"X"
"a901b680x708"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"B+"	"X"
"a925b704x732"	1408	"PUAF781"		"0201"	"International Economic Policy"			3	"B+"	"X"
"a946b725x753"	1408	"PUAF781"		"0201"	"International Economic Policy"			3	"A"	"X"
"a1083b862x890"	1408	"PUAF781"		"0201"	"International Economic Policy"			3	"A"	"X"
"a877b656x684"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a791b570x598"	1408	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a1001b780x808"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a797b576x604"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"A"	"X"
"a761b540x568"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"B+"	"X"
"a820b599x627"	1408	"PUAF781"		"0201"	"International Economic Policy"			3	"A-"	"X"
"a704b483x511"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"B+"	"X"
"a607b386x414"	1408	"PUAF781"		"0101"	"International Economic Policy"			3	"A-"	"X"
"a671b450x478"	1408	"PUAF781"		"0201"	"International Economic Policy"			3	"A"	"X"
"a1028b807x835"	1001	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a856b635x663"	1101	"PUAF782"		"0101"	"International Development Economics"			3	"A-"	"X"
"a992b771x799"	1101	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a1039b818x846"	1201	"PUAF782"		"0101"	"International Development Economics"			3	"A-"	"X"
"a1000b779x807"	1208	"PUAF782"		"0101"	"International Development Economics"			3	"A-"	"X"
"a1061b840x868"	1208	"PUAF782"		"0101"	"International Development Economics"			3	"A-"	"X"
"a880b659x687"	1208	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a988b767x795"	1208	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a1096b875x903"	1208	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a1012b791x819"	1208	"PUAF782"		"0101"	"International Development Economics"			3	"A-"	"X"
"a687b466x494"	1208	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a1049b828x856"	1301	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a952b731x759"	1301	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a724b503x531"	1301	"PUAF782"		"0101"	"International Development Economics"			3	"A-"	"X"
"a844b623x651"	1301	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a766b545x573"	1301	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a628b407x435"	1301	"PUAF782"		"0101"	"International Development Economics"			3	"A-"	"X"
"a676b455x483"	1301	"PUAF782"		"0101"	"International Development Economics"			3	"A-"	"X"
"a730b509x537"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"B+"	"X"
"a709b488x516"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"B+"	"X"
"a832b611x639"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a1036b815x843"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A-"	"X"
"a1097b876x904"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"B+"	"X"
"a1052b831x859"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a1085b864x892"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"B+"	"X"
"a736b515x543"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a842b621x649"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a604b383x411"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a710b489x517"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"B+"	
"a904b683x711"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"B+"	"X"
"a1013b792x820"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"B+"	"X"
"a748b527x555"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A-"	"X"
"a743b522x550"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a790b569x597"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"B+"	"X"
"a658b437x465"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"B+"	"X"
"a881b660x688"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"B+"	"X"
"a673b452x480"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"B+"	"X"
"a742b521x549"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a800b579x607"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"B+"	"X"
"a712b491x519"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"B+"	"X"
"a701b480x508"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"B+"	"X"
"a1076b855x883"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a608b387x415"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a961b740x768"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a1073b852x880"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A-"	"X"
"a920b699x727"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a1084b863x891"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A-"	"X"
"a1064b843x871"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a814b593x621"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"B+"	"X"
"a721b500x528"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A-"	"X"
"a734b513x541"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a763b542x570"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"B+"	"X"
"a802b581x609"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"B+"	"X"
"a791b570x598"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A-"	"X"
"a1001b780x808"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a1055b834x862"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A-"	"X"
"a973b752x780"	1401	"PUAF782"		"0101"	"International Development Economics"			3	"A"	"X"
"a892b671x699"	1401	"PUAF783"		"0101"	"(unknown)"			3	"A-"	"X"
"a772b551x579"	1401	"PUAF783"		"0101"	"(unknown)"			3	"A"	"X"
"a638b417x445"	1401	"PUAF783"		"0101"	"(unknown)"			3	"A"	"X"
"a640b419x447"	1401	"PUAF783"		"0101"	"(unknown)"			3	"B+"	"X"
"a1052b831x859"	1401	"PUAF783"		"0101"	"(unknown)"			3	"A"	"X"
"a964b743x771"	1401	"PUAF783"		"0101"	"(unknown)"			3	"A"	"X"
"a881b660x688"	1401	"PUAF783"		"0101"	"(unknown)"			3	"A"	"X"
"a742b521x549"	1401	"PUAF783"		"0101"	"(unknown)"			3	"A-"	"X"
"a1084b863x891"	1401	"PUAF783"		"0101"	"(unknown)"			3	"A-"	"X"
"a814b593x621"	1401	"PUAF783"		"0101"	"(unknown)"			3	"A"	"X"
"a916b695x723"	1401	"PUAF783"		"0101"	"(unknown)"			3	"A"	"X"
"a631b410x438"	1401	"PUAF783"		"0101"	"(unknown)"			3	"B+"	"X"
"a1072b851x879"	1401	"PUAF783"		"0101"	"(unknown)"			3	"A"	"X"
"a862b641x669"	1401	"PUAF784"		"0101"	"(unknown)"			3	"A"	"X"
"a892b671x699"	1401	"PUAF784"		"0101"	"(unknown)"			3	"B+"	"X"
"a1036b815x843"	1401	"PUAF784"		"0101"	"(unknown)"			3	"B+"	"X"
"a694b473x501"	1401	"PUAF784"		"0101"	"(unknown)"			3	"A"	"X"
"a664b443x471"	1401	"PUAF784"		"0101"	"(unknown)"			3	"A-"	"X"
"a821b600x628"	1401	"PUAF784"		"0101"	"(unknown)"			3	"B+"	"X"
"a1016b795x823"	1401	"PUAF784"		"0101"	"(unknown)"			3	"B+"	"X"
"a742b521x549"	1401	"PUAF784"		"0101"	"(unknown)"			3	"A"	"X"
"a979b758x786"	1401	"PUAF784"		"0101"	"(unknown)"			3	"B+"	"X"
"a814b593x621"	1401	"PUAF784"		"0101"	"(unknown)"			3	"B+"	"X"
"a919b698x726"	1401	"PUAF784"		"0101"	"(unknown)"			3	"B+"	"X"
"a607b386x414"	1401	"PUAF784"		"0101"	"(unknown)"			3	"A"	"X"
"a842b621x649"	1308	"BUSI785"		"BA01"	"Project Management in Dynamic Environments"			2	"A"	"X"
"a859b638x666"	1308	"BUSI785"		"0101"	"Project Management in Dynamic Environments"			2	"A"	"X"
"a859b638x666"	1301	"BUSI788B"		"BA02"	"Introduction to Global Business Experience; Doing Business in Brazil: Emerging Global Companies"			1	"A"	"X"
"a859b638x666"	1208	"BUSI788G"		"BA01"	"Introduction to Global Business Experience; Doing Business in India: Creating and India Strategy"			1	"A"	
"a899b678x706"	1308	"BUSI788L"		"0101"	"Introduction to Global Business Experience; Doing Business in Malaysia: Islamic Finance"			1	"A"	"X"
"a1081b860x888"	1308	"BUSI788L"		"0101"	"Introduction to Global Business Experience; Doing Business in Malaysia: Islamic Finance"			1	"A-"	"X"
"a679b458x486"	1408	"EDPS788G"		"0101"	"Special Topics in Education Policy and Administration; Education, Society and Democracy: Critical Perspectives"			3	"A"	"X"
"a649b428x456"	1308	"EDPS788J"		"0101"	"Special Topics in Education Policy and Administration; Social Analysis of Urban Education Policy"			3	"A"	"X"
"a735b514x542"	1401	"GEOG789"		"2101"	"Independent Readings"			3	"A"	"X"
"a1028b807x835"	1001	"PUAF790"		"0501"	"Project Course"			3	"A"	"X"
"a975b754x782"	1001	"PUAF790"		"0301"	"Project Course"			3	"A"	"X"
"a1042b821x849"	1101	"PUAF790"		"0301"	"Project Course"			3	"A"	"X"
"a1039b818x846"	1201	"PUAF790"		"0501"	"Project Course"			3	"A"	"X"
"a769b548x576"	1208	"PUAF790"		"0101"	"Project Course"			3	"A"	"X"
"a713b492x520"	1301	"PUAF790"		"0401"	"Project Course"			3	"A-"	"X"
"a829b608x636"	1301	"PUAF790"		"0111"	"Project Course"			3	"A-"	"X"
"a842b621x649"	1301	"PUAF790"		"0501"	"Project Course"			3	"A"	"X"
"a971b750x778"	1301	"PUAF790"		"0201"	"Project Course"			3	"A"	"X"
"a903b682x710"	1301	"PUAF790"		"0421"	"Project Course"			3	"A"	
"a724b503x531"	1301	"PUAF790"		"0431"	"Project Course"			3	"A"	"X"
"a751b530x558"	1308	"PUAF790"		"0101"	"Project Course"			3	"A"	"X"
"a787b566x594"	1308	"PUAF790"		"0101"	"Project Course"			3	"A"	"X"
"a799b578x606"	1308	"PUAF790"		"0101"	"Project Course"			3	"A"	"X"
"a783b562x590"	1401	"PUAF790"		"0301"	"Project Course"			3	"B+"	"X"
"a899b678x706"	1401	"PUAF790"		"0201"	"Project Course"			3	"B+"	"X"
"a731b510x538"	1401	"PUAF790"		"0211"	"Project Course"			3	"A-"	"X"
"a1000b779x807"	1401	"PUAF790"		"0211"	"Project Course"			3	"B+"	"X"
"a896b675x703"	1401	"PUAF790"		"0411"	"Project Course"			3	"A-"	"X"
"a610b389x417"	1401	"PUAF790"		"0401"	"Project Course"			3	"B+"	"X"
"a949b728x756"	1401	"PUAF790"		"0111"	"Project Course"			3	"B+"	"X"
"a839b618x646"	1401	"PUAF790"		"0101"	"Project Course"			3	"A"	"X"
"a730b509x537"	1401	"PUAF790"		"0501"	"Project Course"			3	"A-"	"X"
"a967b746x774"	1401	"PUAF790"		"0111"	"Project Course"			3	"A"	"X"
"a670b449x477"	1401	"PUAF790"		"0301"	"Project Course"			3	"B+"	"X"
"a862b641x669"	1401	"PUAF790"		"0511"	"Project Course"			3	"B+"	"X"
"a776b555x583"	1401	"PUAF790"		"0411"	"Project Course"			3	"B+"	"X"
"a832b611x639"	1401	"PUAF790"		"0521"	"Project Course"			3	"A"	"X"
"a1099b878x906"	1401	"PUAF790"		"0401"	"Project Course"			3	"A"	"X"
"a845b624x652"	1401	"PUAF790"		"0401"	"Project Course"			3	"B+"	"X"
"a910b689x717"	1401	"PUAF790"		"0211"	"Project Course"			3	"B+"	"X"
"a1081b860x888"	1401	"PUAF790"		"0101"	"Project Course"			3	"A-"	"X"
"a1090b869x897"	1401	"PUAF790"		"0201"	"Project Course"			3	"A"	"X"
"a838b617x645"	1401	"PUAF790"		"0211"	"Project Course"			3	"B+"	"X"
"a1049b828x856"	1401	"PUAF790"		"0211"	"Project Course"			3	"A"	"X"
"a880b659x687"	1401	"PUAF790"		"0511"	"Project Course"			3	"A"	"X"
